Rented Bike Count,Hour,Temperature(Â°C),Humidity(%),Wind speed (m/s),Visibility (10m),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Holiday,Functioning Day,Day,Month,DayOfWeek,Season_Autumn,Season_Spring,Season_Summer,Season_Winter
1416,23.0,21.7,51,1.7,2000,0.0,0.0,0.0,1,1,7,7,5,0,0,1,0
1208,0.0,20.7,51,1.7,2000,0.0,0.0,0.0,1,1,8,7,6,0,0,1,0
946,1.0,19.9,52,1.6,2000,0.0,0.0,0.0,1,1,8,7,6,0,0,1,0
648,2.0,19.3,54,1.4,2000,0.0,0.0,0.0,1,1,8,7,6,0,0,1,0
460,3.0,18.8,56,1.2,2000,0.0,0.0,0.0,1,1,8,7,6,0,0,1,0
277,4.0,18.4,57,1.1,2000,0.0,0.0,0.0,1,1,8,7,6,0,0,1,0
253,5.0,18.1,57,1.4,2000,0.0,0.0,0.0,1,1,8,7,6,0,0,1,0
267,6.0,17.8,58,1.1,2000,0.04,0.0,0.0,1,1,8,7,6,0,0,1,0
410,7.0,18.2,54,1.2,2000,0.42,0.0,0.0,1,1,8,7,6,0,0,1,0
684,8.0,19.1,53,1.7,1952,0.8,0.0,0.0,1,1,8,7,6,0,0,1,0
787,9.0,20.8,51,1.5,1973,1.65,0.0,0.0,1,1,8,7,6,0,0,1,0
867,10.0,22.5,48,1.6,1940,2.33,0.0,0.0,1,1,8,7,6,0,0,1,0
1053,11.0,23.8,47,2.1,2000,2.59,0.0,0.0,1,1,8,7,6,0,0,1,0
1237,12.0,25.0,46,1.9,1943,2.93,0.0,0.0,1,1,8,7,6,0,0,1,0
1442,13.0,26.1,45,1.8,2000,3.33,0.0,0.0,1,1,8,7,6,0,0,1,0
1517,14.0,27.1,41,1.4,1941,3.24,0.0,0.0,1,1,8,7,6,0,0,1,0
1693,15.0,27.6,37,1.9,2000,2.58,0.0,0.0,1,1,8,7,6,0,0,1,0
2070,16.0,27.9,39,1.2,2000,2.16,0.0,0.0,1,1,8,7,6,0,0,1,0
2266,17.0,27.4,44,1.7,2000,1.17,0.0,0.0,1,1,8,7,6,0,0,1,0
2351,18.0,26.7,48,1.0,2000,0.53,0.0,0.0,1,1,8,7,6,0,0,1,0
2272,19.0,26.3,51,1.7,2000,0.18,0.0,0.0,1,1,8,7,6,0,0,1,0
2348,20.0,25.7,53,1.3,2000,0.03,0.0,0.0,1,1,8,7,6,0,0,1,0
2055,21.0,25.3,55,1.4,2000,0.0,0.0,0.0,1,1,8,7,6,0,0,1,0
1717,22.0,25.0,57,1.0,2000,0.0,0.0,0.0,1,1,8,7,6,0,0,1,0
1252,23.0,24.6,60,2.6,2000,0.0,0.0,0.0,1,1,8,7,6,0,0,1,0
900,0.0,24.2,61,1.7,2000,0.0,0.0,0.0,1,1,9,7,0,0,0,1,0
554,1.0,23.7,64,0.8,2000,0.0,0.0,0.0,1,1,9,7,0,0,0,1,0
387,2.0,22.7,63,0.9,2000,0.0,0.0,0.0,1,1,9,7,0,0,0,1,0
285,3.0,21.9,63,1.3,2000,0.0,0.0,0.0,1,1,9,7,0,0,0,1,0
206,4.0,21.4,63,1.5,2000,0.0,0.0,0.0,1,1,9,7,0,0,0,1,0
301,5.0,21.1,64,1.5,2000,0.0,0.0,0.0,1,1,9,7,0,0,0,1,0
486,6.0,21.0,64,1.0,2000,0.03,0.0,0.0,1,1,9,7,0,0,0,1,0
451,7.0,20.9,66,1.4,2000,0.1,0.0,0.0,1,1,9,7,0,0,0,1,0
670,8.0,20.7,73,0.8,2000,0.3,0.2,0.0,1,1,9,7,0,0,0,1,0
575,9.0,21.1,72,1.0,1982,0.52,0.0,0.0,1,1,9,7,0,0,0,1,0
217,10.0,21.1,73,1.2,1957,0.4,0.0,0.0,1,1,9,7,0,0,0,1,0
186,11.0,20.6,82,1.0,2000,0.29,0.3,0.0,1,1,9,7,0,0,0,1,0
71,12.0,20.7,83,0.6,1244,0.32,0.0,0.0,1,1,9,7,0,0,0,1,0
99,13.0,20.3,87,1.0,771,0.31,0.5,0.0,1,1,9,7,0,0,0,1,0
110,14.0,20.2,89,1.0,1854,0.27,0.5,0.0,1,1,9,7,0,0,0,1,0
59,15.0,20.3,90,0.9,1356,0.34,0.0,0.0,1,1,9,7,0,0,0,1,0
68,16.0,20.2,91,1.2,1637,0.42,1.0,0.0,1,1,9,7,0,0,0,1,0
104,17.0,20.3,93,1.4,1684,0.32,1.0,0.0,1,1,9,7,0,0,0,1,0
140,18.0,20.3,93,1.3,1832,0.22,0.5,0.0,1,1,9,7,0,0,0,1,0
68,19.0,20.4,94,1.1,1769,0.14,0.5,0.0,1,1,9,7,0,0,0,1,0
48,20.0,20.3,95,0.8,1372,0.02,1.0,0.0,1,1,9,7,0,0,0,1,0
95,21.0,20.3,96,1.0,1007,0.0,1.5,0.0,1,1,9,7,0,0,0,1,0
71,22.0,20.4,96,1.1,1641,0.0,0.5,0.0,1,1,9,7,0,0,0,1,0
40,23.0,20.4,96,0.6,1137,0.0,1.0,0.0,1,1,9,7,0,0,0,1,0
29,0.0,20.4,97,0.3,183,0.0,5.5,0.0,1,1,10,7,1,0,0,1,0
39,1.0,20.4,97,0.3,193,0.0,8.5,0.0,1,1,10,7,1,0,0,1,0
84,2.0,20.5,98,0.5,596,0.0,6.5,0.0,1,1,10,7,1,0,0,1,0
136,3.0,20.6,98,0.8,1986,0.0,0.5,0.0,1,1,10,7,1,0,0,1,0
133,4.0,20.6,97,0.5,1989,0.0,0.0,0.0,1,1,10,7,1,0,0,1,0
174,5.0,20.6,97,0.6,2000,0.0,0.0,0.0,1,1,10,7,1,0,0,1,0
534,6.0,20.7,97,0.9,2000,0.02,0.0,0.0,1,1,10,7,1,0,0,1,0
1209,7.0,21.1,95,0.4,2000,0.14,0.0,0.0,1,1,10,7,1,0,0,1,0
2017,8.0,21.7,89,0.5,2000,0.31,0.0,0.0,1,1,10,7,1,0,0,1,0
1061,9.0,22.3,86,1.0,2000,0.42,0.0,0.0,1,1,10,7,1,0,0,1,0
768,10.0,22.6,85,0.9,1996,0.38,0.0,0.0,1,1,10,7,1,0,0,1,0
909,11.0,23.2,82,1.1,1991,0.47,0.0,0.0,1,1,10,7,1,0,0,1,0
1035,12.0,24.1,80,0.8,2000,0.72,0.0,0.0,1,1,10,7,1,0,0,1,0
1074,13.0,25.2,77,1.2,1951,1.06,0.0,0.0,1,1,10,7,1,0,0,1,0
1142,14.0,25.5,77,0.8,1957,0.75,0.0,0.0,1,1,10,7,1,0,0,1,0
1169,15.0,25.7,77,0.5,1875,0.48,0.0,0.0,1,1,10,7,1,0,0,1,0
1462,16.0,26.3,74,0.7,1580,0.52,0.0,0.0,1,1,10,7,1,0,0,1,0
1603,17.0,26.5,76,1.0,1400,0.36,0.0,0.0,1,1,10,7,1,0,0,1,0
1665,18.0,26.2,82,0.4,1408,0.21,0.0,0.0,1,1,10,7,1,0,0,1,0
794,19.0,25.7,83,1.1,1011,0.08,0.5,0.0,1,1,10,7,1,0,0,1,0
908,20.0,25.3,89,0.3,745,0.0,0.0,0.0,1,1,10,7,1,0,0,1,0
1352,21.0,25.1,86,0.3,870,0.0,0.0,0.0,1,1,10,7,1,0,0,1,0
971,22.0,25.0,86,0.5,796,0.0,0.0,0.0,1,1,10,7,1,0,0,1,0
373,23.0,24.9,87,0.5,658,0.0,0.0,0.0,1,1,10,7,1,0,0,1,0
240,0.0,24.6,96,0.7,308,0.0,0.5,0.0,1,1,11,7,2,0,0,1,0
240,1.0,24.6,96,0.5,443,0.0,0.5,0.0,1,1,11,7,2,0,0,1,0
236,2.0,24.5,96,0.5,476,0.0,0.0,0.0,1,1,11,7,2,0,0,1,0
157,3.0,24.5,97,0.8,263,0.0,0.5,0.0,1,1,11,7,2,0,0,1,0
71,4.0,24.5,97,1.0,317,0.0,0.0,0.0,1,1,11,7,2,0,0,1,0
76,5.0,24.5,97,0.5,229,0.0,0.5,0.0,1,1,11,7,2,0,0,1,0
187,6.0,24.5,97,0.1,290,0.0,0.5,0.0,1,1,11,7,2,0,0,1,0
303,7.0,24.6,97,0.3,180,0.07,0.5,0.0,1,1,11,7,2,0,0,1,0
827,8.0,25.1,97,0.8,490,0.26,0.0,0.0,1,1,11,7,2,0,0,1,0
634,9.0,25.6,96,0.6,450,0.41,0.0,0.0,1,1,11,7,2,0,0,1,0
581,10.0,26.3,91,0.6,749,0.63,0.5,0.0,1,1,11,7,2,0,0,1,0
792,11.0,27.2,82,0.9,1093,0.93,0.0,0.0,1,1,11,7,2,0,0,1,0
964,12.0,28.1,73,2.1,1326,0.87,0.0,0.0,1,1,11,7,2,0,0,1,0
991,13.0,28.7,69,2.6,1546,1.02,0.0,0.0,1,1,11,7,2,0,0,1,0
1052,14.0,29.2,67,2.8,1725,1.13,0.0,0.0,1,1,11,7,2,0,0,1,0
1106,15.0,29.4,68,2.3,1525,1.29,0.0,0.0,1,1,11,7,2,0,0,1,0
1344,16.0,28.7,70,3.2,1586,0.73,0.0,0.0,1,1,11,7,2,0,0,1,0
1923,17.0,28.7,71,2.9,1666,0.71,0.0,0.0,1,1,11,7,2,0,0,1,0
2931,18.0,28.4,75,2.4,1564,0.52,0.0,0.0,1,1,11,7,2,0,0,1,0
2328,19.0,28.2,72,1.6,1745,0.13,0.0,0.0,1,1,11,7,2,0,0,1,0
2048,20.0,27.7,76,1.8,1727,0.04,0.0,0.0,1,1,11,7,2,0,0,1,0
1936,21.0,27.3,78,1.2,1606,0.0,0.0,0.0,1,1,11,7,2,0,0,1,0
1870,22.0,27.1,79,1.2,1578,0.0,0.0,0.0,1,1,11,7,2,0,0,1,0
1298,23.0,26.9,79,0.1,1541,0.0,0.0,0.0,1,1,11,7,2,0,0,1,0
938,0.0,26.7,79,0.9,1590,0.0,0.0,0.0,1,1,12,7,3,0,0,1,0
787,1.0,26.6,80,0.0,1485,0.0,0.0,0.0,1,1,12,7,3,0,0,1,0
517,2.0,26.3,84,0.3,1361,0.0,0.0,0.0,1,1,12,7,3,0,0,1,0
322,3.0,26.2,83,0.3,1294,0.0,0.0,0.0,1,1,12,7,3,0,0,1,0
159,4.0,26.1,85,0.6,1081,0.0,0.0,0.0,1,1,12,7,3,0,0,1,0
231,5.0,25.9,91,0.4,872,0.0,0.5,0.0,1,1,12,7,3,0,0,1,0
593,6.0,25.6,93,1.1,852,0.01,0.0,0.0,1,1,12,7,3,0,0,1,0
1279,7.0,25.9,87,1.7,834,0.26,0.0,0.0,1,1,12,7,3,0,0,1,0
1811,8.0,26.3,84,2.1,973,0.48,0.0,0.0,1,1,12,7,3,0,0,1,0
982,9.0,26.5,82,2.7,815,0.57,0.0,0.0,1,1,12,7,3,0,0,1,0
746,10.0,26.7,88,1.6,802,0.89,0.5,0.0,1,1,12,7,3,0,0,1,0
805,11.0,27.4,78,2.3,1164,1.11,0.0,0.0,1,1,12,7,3,0,0,1,0
991,12.0,27.4,80,2.7,1083,0.97,0.0,0.0,1,1,12,7,3,0,0,1,0
959,13.0,27.7,76,2.6,1258,1.0,0.0,0.0,1,1,12,7,3,0,0,1,0
976,14.0,27.8,76,3.1,1517,1.0,0.0,0.0,1,1,12,7,3,0,0,1,0
1163,15.0,28.0,76,2.3,1437,1.0,0.0,0.0,1,1,12,7,3,0,0,1,0
1296,16.0,28.1,74,2.8,1559,1.06,0.0,0.0,1,1,12,7,3,0,0,1,0
1915,17.0,27.9,75,2.5,1643,0.75,0.0,0.0,1,1,12,7,3,0,0,1,0
3016,18.0,27.5,77,2.1,1897,0.46,0.0,0.0,1,1,12,7,3,0,0,1,0
2313,19.0,27.4,78,1.1,1899,0.27,0.0,0.0,1,1,12,7,3,0,0,1,0
2214,20.0,26.9,80,1.5,1806,0.09,0.0,0.0,1,1,12,7,3,0,0,1,0
2115,21.0,26.3,81,0.8,1910,0.0,0.0,0.0,1,1,12,7,3,0,0,1,0
1945,22.0,25.9,83,0.6,1827,0.0,0.0,0.0,1,1,12,7,3,0,0,1,0
1355,23.0,25.5,84,0.8,1906,0.0,0.0,0.0,1,1,12,7,3,0,0,1,0
1006,0.0,25.1,87,0.4,1800,0.0,0.0,0.0,1,1,13,7,4,0,0,1,0
760,1.0,24.8,89,0.9,1555,0.0,0.0,0.0,1,1,13,7,4,0,0,1,0
600,2.0,24.9,86,1.3,1469,0.0,0.0,0.0,1,1,13,7,4,0,0,1,0
377,3.0,24.9,86,2.0,1079,0.0,0.0,0.0,1,1,13,7,4,0,0,1,0
241,4.0,24.8,86,2.1,1103,0.0,0.0,0.0,1,1,13,7,4,0,0,1,0
301,5.0,24.8,84,1.4,1303,0.0,0.0,0.0,1,1,13,7,4,0,0,1,0
665,6.0,24.8,84,1.1,1426,0.0,0.0,0.0,1,1,13,7,4,0,0,1,0
1321,7.0,25.0,83,1.0,1350,0.13,0.0,0.0,1,1,13,7,4,0,0,1,0
2114,8.0,25.5,80,1.8,1402,0.37,0.0,0.0,1,1,13,7,4,0,0,1,0
1240,9.0,26.6,73,2.2,1147,1.01,0.0,0.0,1,1,13,7,4,0,0,1,0
836,10.0,27.4,70,2.4,1335,1.28,0.0,0.0,1,1,13,7,4,0,0,1,0
887,11.0,27.5,70,2.4,1719,1.07,0.0,0.0,1,1,13,7,4,0,0,1,0
1013,12.0,28.3,68,1.9,1546,1.35,0.0,0.0,1,1,13,7,4,0,0,1,0
1046,13.0,28.9,68,2.8,1934,1.55,0.0,0.0,1,1,13,7,4,0,0,1,0
999,14.0,29.5,62,2.7,1941,1.79,0.0,0.0,1,1,13,7,4,0,0,1,0
1094,15.0,30.2,62,2.4,1806,1.91,0.0,0.0,1,1,13,7,4,0,0,1,0
1291,16.0,30.0,67,2.0,1698,1.46,0.0,0.0,1,1,13,7,4,0,0,1,0
1782,17.0,30.1,65,1.8,1923,1.36,0.0,0.0,1,1,13,7,4,0,0,1,0
2884,18.0,30.8,60,2.5,1793,1.43,0.0,0.0,1,1,13,7,4,0,0,1,0
2320,19.0,29.8,68,2.6,1749,0.81,0.0,0.0,1,1,13,7,4,0,0,1,0
2069,20.0,28.2,76,2.2,1888,0.08,0.0,0.0,1,1,13,7,4,0,0,1,0
1924,21.0,27.2,80,2.3,1870,0.0,0.0,0.0,1,1,13,7,4,0,0,1,0
1879,22.0,26.7,82,1.3,1725,0.0,0.0,0.0,1,1,13,7,4,0,0,1,0
1439,23.0,26.2,84,1.0,1646,0.0,0.0,0.0,1,1,13,7,4,0,0,1,0
1169,0.0,25.7,85,0.4,1519,0.0,0.0,0.0,1,1,14,7,5,0,0,1,0
1062,1.0,25.4,85,1.4,1663,0.0,0.0,0.0,1,1,14,7,5,0,0,1,0
783,2.0,25.3,85,1.7,1594,0.0,0.0,0.0,1,1,14,7,5,0,0,1,0
545,3.0,25.2,83,1.1,1835,0.0,0.0,0.0,1,1,14,7,5,0,0,1,0
307,4.0,25.1,82,1.5,1336,0.0,0.0,0.0,1,1,14,7,5,0,0,1,0
266,5.0,24.8,86,1.6,1170,0.0,0.0,0.0,1,1,14,7,5,0,0,1,0
356,6.0,24.6,86,0.4,1119,0.02,0.0,0.0,1,1,14,7,5,0,0,1,0
537,7.0,24.9,81,0.3,1289,0.24,0.0,0.0,1,1,14,7,5,0,0,1,0
787,8.0,26.1,74,0.7,1254,0.87,0.0,0.0,1,1,14,7,5,0,0,1,0
909,9.0,27.0,70,1.1,1393,1.15,0.0,0.0,1,1,14,7,5,0,0,1,0
910,10.0,27.8,68,2.1,1490,1.29,0.0,0.0,1,1,14,7,5,0,0,1,0
945,11.0,29.0,65,2.0,1642,2.22,0.0,0.0,1,1,14,7,5,0,0,1,0
1039,12.0,30.2,58,2.3,1359,2.64,0.0,0.0,1,1,14,7,5,0,0,1,0
1078,13.0,30.7,59,2.3,1534,2.67,0.0,0.0,1,1,14,7,5,0,0,1,0
1038,14.0,30.7,59,2.9,1612,2.05,0.0,0.0,1,1,14,7,5,0,0,1,0
1058,15.0,31.1,59,2.3,1929,2.34,0.0,0.0,1,1,14,7,5,0,0,1,0
1177,16.0,31.7,55,2.3,1895,2.16,0.0,0.0,1,1,14,7,5,0,0,1,0
1433,17.0,31.5,53,3.7,1974,2.02,0.0,0.0,1,1,14,7,5,0,0,1,0
1624,18.0,31.1,55,2.2,1897,1.05,0.0,0.0,1,1,14,7,5,0,0,1,0
1797,19.0,30.4,59,2.4,1972,0.69,0.0,0.0,1,1,14,7,5,0,0,1,0
2023,20.0,29.2,63,1.7,1988,0.1,0.0,0.0,1,1,14,7,5,0,0,1,0
2011,21.0,28.2,64,2.8,2000,0.0,0.0,0.0,1,1,14,7,5,0,0,1,0
1682,22.0,27.6,70,2.7,1994,0.0,0.0,0.0,1,1,14,7,5,0,0,1,0
1278,23.0,26.6,80,2.0,1527,0.0,0.0,0.0,1,1,14,7,5,0,0,1,0
1143,0.0,26.0,82,1.9,1674,0.0,0.0,0.0,1,1,15,7,6,0,0,1,0
868,1.0,25.5,83,2.3,1576,0.0,0.0,0.0,1,1,15,7,6,0,0,1,0
632,2.0,25.1,85,1.1,1379,0.0,0.0,0.0,1,1,15,7,6,0,0,1,0
443,3.0,24.8,86,0.2,1354,0.0,0.0,0.0,1,1,15,7,6,0,0,1,0
278,4.0,24.6,86,0.1,1358,0.0,0.0,0.0,1,1,15,7,6,0,0,1,0
223,5.0,24.5,85,0.7,1345,0.0,0.0,0.0,1,1,15,7,6,0,0,1,0
292,6.0,24.8,83,0.2,1534,0.02,0.0,0.0,1,1,15,7,6,0,0,1,0
402,7.0,25.2,80,0.2,1551,0.18,0.0,0.0,1,1,15,7,6,0,0,1,0
613,8.0,26.2,75,0.9,1560,0.77,0.0,0.0,1,1,15,7,6,0,0,1,0
715,9.0,27.0,71,1.0,1518,0.97,0.0,0.0,1,1,15,7,6,0,0,1,0
701,10.0,28.5,66,1.7,1319,1.83,0.0,0.0,1,1,15,7,6,0,0,1,0
712,11.0,28.7,64,1.3,1332,1.53,0.0,0.0,1,1,15,7,6,0,0,1,0
803,12.0,30.1,58,1.6,1491,2.15,0.0,0.0,1,1,15,7,6,0,0,1,0
810,13.0,31.4,53,3.2,1695,3.28,0.0,0.0,1,1,15,7,6,0,0,1,0
822,14.0,32.4,50,2.0,1735,3.13,0.0,0.0,1,1,15,7,6,0,0,1,0
946,15.0,32.9,49,2.6,1631,2.81,0.0,0.0,1,1,15,7,6,0,0,1,0
1125,16.0,32.8,52,3.0,1803,2.28,0.0,0.0,1,1,15,7,6,0,0,1,0
1247,17.0,32.7,52,3.0,1872,1.96,0.0,0.0,1,1,15,7,6,0,0,1,0
1466,18.0,32.2,55,2.4,1769,1.28,0.0,0.0,1,1,15,7,6,0,0,1,0
1847,19.0,31.2,62,2.1,1852,0.63,0.0,0.0,1,1,15,7,6,0,0,1,0
2058,20.0,29.2,72,2.1,1932,0.09,0.0,0.0,1,1,15,7,6,0,0,1,0
1924,21.0,28.1,74,3.1,1840,0.0,0.0,0.0,1,1,15,7,6,0,0,1,0
1607,22.0,27.5,77,0.9,1778,0.0,0.0,0.0,1,1,15,7,6,0,0,1,0
1113,23.0,27.0,78,1.6,1609,0.0,0.0,0.0,1,1,15,7,6,0,0,1,0
732,0.0,26.5,81,0.9,1650,0.0,0.0,0.0,1,1,16,7,0,0,0,1,0
498,1.0,25.9,83,1.3,1520,0.0,0.0,0.0,1,1,16,7,0,0,0,1,0
469,2.0,25.4,84,0.6,1340,0.0,0.0,0.0,1,1,16,7,0,0,0,1,0
276,3.0,25.1,85,0.7,1507,0.0,0.0,0.0,1,1,16,7,0,0,0,1,0
211,4.0,24.6,84,0.7,1373,0.0,0.0,0.0,1,1,16,7,0,0,0,1,0
324,5.0,24.3,85,1.0,1496,0.0,0.0,0.0,1,1,16,7,0,0,0,1,0
703,6.0,24.0,85,0.9,1569,0.02,0.0,0.0,1,1,16,7,0,0,0,1,0
1344,7.0,24.5,73,0.9,1901,0.36,0.0,0.0,1,1,16,7,0,0,0,1,0
1935,8.0,26.4,69,0.5,1559,1.09,0.0,0.0,1,1,16,7,0,0,0,1,0
1014,9.0,28.0,64,1.0,1682,1.35,0.0,0.0,1,1,16,7,0,0,0,1,0
678,10.0,29.8,54,1.8,1737,2.34,0.0,0.0,1,1,16,7,0,0,0,1,0
688,11.0,31.5,51,2.1,1498,2.83,0.0,0.0,1,1,16,7,0,0,0,1,0
719,12.0,32.4,49,2.0,1844,3.09,0.0,0.0,1,1,16,7,0,0,0,1,0
727,13.0,33.0,51,2.5,1100,3.09,0.0,0.0,1,1,16,7,0,0,0,1,0
691,14.0,33.7,45,2.5,1843,3.23,0.0,0.0,1,1,16,7,0,0,0,1,0
745,15.0,33.4,44,3.1,1928,2.95,0.0,0.0,1,1,16,7,0,0,0,1,0
818,16.0,33.3,46,3.1,1914,2.51,0.0,0.0,1,1,16,7,0,0,0,1,0
1425,17.0,33.0,46,3.1,1926,1.89,0.0,0.0,1,1,16,7,0,0,0,1,0
2636,18.0,32.3,47,3.0,1961,1.26,0.0,0.0,1,1,16,7,0,0,0,1,0
2368,19.0,31.2,52,2.4,1990,0.57,0.0,0.0,1,1,16,7,0,0,0,1,0
2362,20.0,29.3,58,2.4,2000,0.09,0.0,0.0,1,1,16,7,0,0,0,1,0
2241,21.0,28.0,64,1.5,2000,0.0,0.0,0.0,1,1,16,7,0,0,0,1,0
1934,22.0,27.2,69,1.7,2000,0.0,0.0,0.0,1,1,16,7,0,0,0,1,0
1285,23.0,26.6,75,1.5,1996,0.0,0.0,0.0,1,1,16,7,0,0,0,1,0
1003,0.0,26.4,76,1.2,2000,0.0,0.0,0.0,1,1,17,7,1,0,0,1,0
692,1.0,25.8,78,0.4,2000,0.0,0.0,0.0,1,1,17,7,1,0,0,1,0
497,2.0,25.3,78,1.0,2000,0.0,0.0,0.0,1,1,17,7,1,0,0,1,0
372,3.0,24.8,80,1.0,1988,0.0,0.0,0.0,1,1,17,7,1,0,0,1,0
222,4.0,24.4,80,1.0,1112,0.0,0.0,0.0,1,1,17,7,1,0,0,1,0
372,5.0,24.1,81,0.9,1646,0.0,0.0,0.0,1,1,17,7,1,0,0,1,0
713,6.0,24.0,81,0.9,1271,0.02,0.0,0.0,1,1,17,7,1,0,0,1,0
1356,7.0,24.4,75,1.0,841,0.35,0.0,0.0,1,1,17,7,1,0,0,1,0
1955,8.0,25.8,69,0.8,969,1.06,0.0,0.0,1,1,17,7,1,0,0,1,0
1031,9.0,27.5,60,2.2,1252,1.59,0.0,0.0,1,1,17,7,1,0,0,1,0
719,10.0,29.2,55,1.6,1404,2.36,0.0,0.0,1,1,17,7,1,0,0,1,0
797,11.0,30.4,53,1.8,1359,2.74,0.0,0.0,1,1,17,7,1,0,0,1,0
803,12.0,30.8,57,2.3,940,2.52,0.0,0.0,1,1,17,7,1,0,0,1,0
763,13.0,31.1,53,3.2,1162,2.63,0.0,0.0,1,1,17,7,1,0,0,1,0
786,14.0,31.8,49,3.5,1429,2.93,0.0,0.0,1,1,17,7,1,0,0,1,0
878,15.0,31.9,51,3.3,1465,3.01,0.0,0.0,1,1,17,7,1,0,0,1,0
1062,16.0,32.0,51,2.4,1402,2.55,0.0,0.0,1,1,17,7,1,0,0,1,0
1591,17.0,31.8,52,2.4,1438,1.93,0.0,0.0,1,1,17,7,1,0,0,1,0
2770,18.0,31.3,55,2.5,1550,1.2,0.0,0.0,1,1,17,7,1,0,0,1,0
2326,19.0,30.6,57,1.4,1529,0.58,0.0,0.0,1,1,17,7,1,0,0,1,0
2174,20.0,28.9,64,1.7,1567,0.1,0.0,0.0,1,1,17,7,1,0,0,1,0
2273,21.0,27.9,69,1.9,1194,0.0,0.0,0.0,1,1,17,7,1,0,0,1,0
1940,22.0,27.2,70,1.9,1110,0.0,0.0,0.0,1,1,17,7,1,0,0,1,0
1340,23.0,26.6,76,1.6,936,0.0,0.0,0.0,1,1,17,7,1,0,0,1,0
1002,0.0,26.2,79,0.7,850,0.0,0.0,0.0,1,1,18,7,2,0,0,1,0
741,1.0,25.7,80,0.2,805,0.0,0.0,0.0,1,1,18,7,2,0,0,1,0
526,2.0,25.2,82,0.4,791,0.0,0.0,0.0,1,1,18,7,2,0,0,1,0
381,3.0,24.7,84,0.7,694,0.0,0.0,0.0,1,1,18,7,2,0,0,1,0
266,4.0,24.3,83,0.7,621,0.0,0.0,0.0,1,1,18,7,2,0,0,1,0
327,5.0,23.9,83,0.4,780,0.0,0.0,0.0,1,1,18,7,2,0,0,1,0
695,6.0,23.7,83,0.1,713,0.03,0.0,0.0,1,1,18,7,2,0,0,1,0
1308,7.0,24.2,74,0.7,656,0.35,0.0,0.0,1,1,18,7,2,0,0,1,0
1944,8.0,25.8,71,0.4,760,0.93,0.0,0.0,1,1,18,7,2,0,0,1,0
982,9.0,27.2,59,0.4,948,1.18,0.0,0.0,1,1,18,7,2,0,0,1,0
722,10.0,28.9,61,1.5,941,2.04,0.0,0.0,1,1,18,7,2,0,0,1,0
701,11.0,30.2,53,2.2,1143,2.77,0.0,0.0,1,1,18,7,2,0,0,1,0
780,12.0,31.2,51,2.0,1101,2.96,0.0,0.0,1,1,18,7,2,0,0,1,0
778,13.0,32.1,51,2.3,776,2.96,0.0,0.0,1,1,18,7,2,0,0,1,0
762,14.0,32.7,49,1.5,765,2.62,0.0,0.0,1,1,18,7,2,0,0,1,0
776,15.0,32.9,46,2.5,1248,2.9,0.0,0.0,1,1,18,7,2,0,0,1,0
912,16.0,33.1,42,2.9,1712,2.52,0.0,0.0,1,1,18,7,2,0,0,1,0
1596,17.0,32.6,46,2.8,1560,1.95,0.0,0.0,1,1,18,7,2,0,0,1,0
2692,18.0,32.0,50,2.6,1374,1.25,0.0,0.0,1,1,18,7,2,0,0,1,0
2281,19.0,30.6,54,2.8,1531,0.59,0.0,0.0,1,1,18,7,2,0,0,1,0
2202,20.0,28.8,66,1.9,1209,0.09,0.0,0.0,1,1,18,7,2,0,0,1,0
2188,21.0,28.0,69,1.8,1140,0.0,0.0,0.0,1,1,18,7,2,0,0,1,0
1980,22.0,27.2,73,1.5,1005,0.0,0.0,0.0,1,1,18,7,2,0,0,1,0
1354,23.0,26.4,76,0.6,959,0.0,0.0,0.0,1,1,18,7,2,0,0,1,0
1068,0.0,25.9,76,1.3,984,0.0,0.0,0.0,1,1,19,7,3,0,0,1,0
824,1.0,25.4,79,0.8,924,0.0,0.0,0.0,1,1,19,7,3,0,0,1,0
591,2.0,24.8,80,1.5,888,0.0,0.0,0.0,1,1,19,7,3,0,0,1,0
393,3.0,24.4,85,0.6,678,0.0,0.0,0.0,1,1,19,7,3,0,0,1,0
231,4.0,24.0,87,0.9,582,0.0,0.0,0.0,1,1,19,7,3,0,0,1,0
329,5.0,23.6,88,0.2,604,0.0,0.0,0.0,1,1,19,7,3,0,0,1,0
672,6.0,23.3,83,0.2,875,0.02,0.0,0.0,1,1,19,7,3,0,0,1,0
1315,7.0,23.6,75,0.9,856,0.36,0.0,0.0,1,1,19,7,3,0,0,1,0
1993,8.0,25.5,65,0.9,833,1.1,0.0,0.0,1,1,19,7,3,0,0,1,0
985,9.0,27.6,62,1.5,1043,1.76,0.0,0.0,1,1,19,7,3,0,0,1,0
695,10.0,29.4,56,2.2,1153,2.38,0.0,0.0,1,1,19,7,3,0,0,1,0
687,11.0,30.7,48,1.6,1705,2.92,0.0,0.0,1,1,19,7,3,0,0,1,0
828,12.0,31.7,42,2.6,1868,3.23,0.0,0.0,1,1,19,7,3,0,0,1,0
798,13.0,32.6,47,2.7,1641,3.36,0.0,0.0,1,1,19,7,3,0,0,1,0
722,14.0,33.1,47,2.5,1785,3.26,0.0,0.0,1,1,19,7,3,0,0,1,0
827,15.0,33.7,41,2.5,1924,3.04,0.0,0.0,1,1,19,7,3,0,0,1,0
